Feature,Mean_|SHAP|,Std_SHAP,Median_SHAP,Min_SHAP,Max_SHAP
Hyd,1.7523273389166178,0.7410787234603673,-1.117440130572944,-2.5774788239715254,3.3827094568022957
HMom_PDB,0.7623935889263794,0.8815711324029686,-0.2875852336106017,-0.5772493881113432,2.7994204695418916
HiF_HiMom_PDB,0.6167310239388314,0.35271144044681724,0.13008334909497374,-1.2968039700609244,1.054941025773248
HCS3_HF_Mean_PDB,0.5656866430630981,0.4748733065599111,0.18216950775239255,-1.0395171143104058,1.4964826131427158
HCS4_HF_Mean_SD_PDB,0.39058530837888095,0.31359375548669904,0.3037415382835194,-1.2306578931442258,0.7757696419469666
Center_Angle_deg,0.3678908313256491,0.36867277402820514,-0.09494704697748733,-0.8220233916187863,1.441589085142497
HCS3_HF_Mean_SD_PDB,0.26537983403935167,0.18548389077888897,0.09173664729934981,-0.6469794418701749,0.4288406188720786
HoF_HMom_PDB,0.24575400757995938,0.17175994428565483,0.11613689354703756,-0.5285662765668934,0.5530550971377021
HoF_HiF_Distance,0.23876127953530007,0.24934525019704418,-0.08445992087869288,-0.483377791916597,1.06106059324346
